,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
282,ar ARG,DF,33,7,6,541,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.04,0.04,0.00,0.04,Javier Mascherano
283,es ESP,"MF,FW",23,10,5,503,5.6,1,1,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,1.2,1.2,1.5,2.7,0.22,0.27,0.49,0.22,0.49,Gerard Deulofeu
284,es ESP,"MF,FW",23,18,4,595,6.6,2,2,2,0,0,1,0,0.30,0.30,0.61,0.30,0.61,1.9,1.9,2.7,4.6,0.29,0.41,0.70,0.29,0.70,Denis Suárez
285,es ESP,"MF,FW",27,15,4,460,5.1,1,1,1,0,0,0,0,0.20,0.20,0.39,0.20,0.39,1.3,1.3,1.2,2.5,0.26,0.23,0.49,0.26,0.49,Aleix Vidal
286,co COL,DF,22,5,4,371,4.1,0,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,0.3,0.3,0.2,0.5,0.07,0.05,0.12,0.07,0.12,Yerry Mina
287,nl NED,GK,28,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jasper Cillessen
288,es ESP,MF,22,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,José Arnaiz
289,es ESP,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Carles Aleñá
290,es ESP,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Oriol Busquets
291,es ESP,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,David Costas
292,tr TUR,"FW,MF",30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Arda Turan
293,es ESP,GK,25,38,37,"3,358",37.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Fernando Pacheco
294,br BRA,DF,23,31,30,"2,691",29.9,1,0,1,0,0,11,1,0.03,0.00,0.03,0.03,0.03,1.2,1.2,0.4,1.5,0.04,0.01,0.05,0.04,0.05,Rodrigo Ely
295,ma MAR,FW,21,33,28,"2,444",27.2,10,6,10,0,0,7,1,0.37,0.22,0.59,0.37,0.59,9.1,9.1,3.9,13.1,0.34,0.14,0.48,0.34,0.48,Munir El Haddadi
296,es ESP,MF,29,30,28,"2,387",26.5,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,1.0,1.0,1.3,2.3,0.04,0.05,0.09,0.04,0.09,Tomás Pina Isla
297,es ESP,"MF,DF",21,33,27,"2,440",27.1,3,5,3,0,0,5,0,0.11,0.18,0.30,0.11,0.30,2.8,2.8,3.9,6.8,0.10,0.14,0.25,0.10,0.25,Alfonso Pedraza
298,es ESP,MF,31,30,27,"2,439",27.1,3,0,3,0,2,9,0,0.11,0.00,0.11,0.11,0.11,3.3,1.8,1.2,3.0,0.12,0.05,0.17,0.07,0.11,Manu García
299,es ESP,"MF,FW",27,34,26,"2,319",25.8,7,6,6,1,1,1,0,0.27,0.23,0.50,0.23,0.47,4.7,3.9,5.7,9.6,0.18,0.22,0.40,0.15,0.37,Ibai Gómez
300,es ESP,DF,31,28,25,"2,184",24.3,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,0.3,1.5,0.05,0.01,0.06,0.05,0.06,Alexis
301,es ESP,DF,21,24,24,"2,138",23.8,0,2,0,0,0,9,1,0.00,0.08,0.08,0.00,0.08,0.8,0.8,1.6,2.4,0.03,0.07,0.10,0.03,0.10,Rubén Duarte
302,es ESP,DF,21,21,20,"1,828",20.3,0,4,0,0,0,4,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,1.5,1.6,0.00,0.08,0.08,0.00,0.08,Martin Agirregabiria
303,es ESP,DF,27,17,17,"1,530",17.0,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Víctor Laguardia
304,cl CHI,DF,23,19,17,"1,528",17.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.03,0.00,0.03,0.03,0.03,Guillermo Maripán
305,es ESP,"FW,MF",25,28,15,"1,466",16.3,3,2,3,0,0,5,0,0.18,0.12,0.31,0.18,0.31,4.3,4.3,1.2,5.5,0.26,0.07,0.34,0.26,0.34,Rubén Sobrino
306,se SWE,FW,25,17,15,"1,222",13.6,3,3,3,0,0,3,0,0.22,0.22,0.44,0.22,0.44,2.7,2.7,1.7,4.4,0.20,0.13,0.33,0.20,0.33,John Guidetti
307,co COL,MF,27,18,14,"1,217",13.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Daniel Torres
308,gh GHA,MF,27,21,12,"1,098",12.2,0,1,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.6,1.3,0.06,0.05,0.11,0.06,0.11,Wakaso
309,es ESP,"MF,FW",23,23,12,"1,034",11.5,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.7,0.7,1.6,2.3,0.06,0.14,0.20,0.06,0.20,Burgui
310,es ESP,MF,23,17,9,947,10.5,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,1.1,1.1,1.0,2.1,0.10,0.10,0.20,0.10,0.20,Álvaro Medrán
311,es ESP,DF,22,12,9,895,9.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Carlos Vigaray
312,es ESP,DF,21,6,6,435,4.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Adrián Diéguez
313,ve VEN,FW,29,10,5,436,4.8,2,0,2,0,0,3,1,0.41,0.00,0.41,0.41,0.41,0.9,0.9,0.0,1.0,0.19,0.01,0.20,0.19,0.20,Christian Santos
314,es ESP,"FW,MF",26,13,4,441,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.20,0.02,0.22,0.20,0.22,Bojan Krkić
315,py PAR,MF,28,10,4,374,4.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.09,0.11,0.20,0.09,0.20,Hernán Pérez
316,py PAR,"MF,FW",25,5,2,251,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.08,0.10,0.18,0.08,0.18,Óscar Romero
317,ba BIH,FW,19,3,2,182,2.0,1,1,1,0,0,0,0,0.49,0.49,0.99,0.49,0.99,1.7,1.7,0.0,1.8,0.86,0.02,0.89,0.86,0.89,Ermedin Demirović
318,es ESP,MF,22,2,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Enzo Fernández
319,es ESP,GK,20,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Antonio Sivera
320,es ESP,MF,20,1,1,60,0.7,0,1,0,0,0,0,0,0.00,1.50,1.50,0.00,1.50,0.1,0.1,0.1,0.2,0.09,0.20,0.29,0.09,0.29,Víctor López
321,rs SRB,"MF,DF",26,3,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.12,0.00,0.12,0.12,0.12,Aleksandar Katai
322,es ESP,DF,26,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Héctor Hernández
323,es ESP,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Aritz Castro
324,es ESP,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ioritz Landeta
325,es ESP,MF,25,37,35,"2,997",33.3,11,5,11,0,0,4,0,0.33,0.15,0.48,0.33,0.48,8.9,8.9,5.6,14.5,0.27,0.17,0.44,0.27,0.44,Portu
326,es ESP,DF,26,35,34,"3,065",34.1,5,1,5,0,0,7,0,0.15,0.03,0.18,0.15,0.18,2.1,2.1,0.9,3.0,0.06,0.03,0.09,0.06,0.09,Juanpe
327,es ESP,MF,26,37,34,"2,798",31.1,2,5,2,0,0,2,0,0.06,0.16,0.23,0.06,0.23,2.6,2.6,4.4,7.1,0.09,0.14,0.23,0.09,0.23,Borja García
328,es ESP,MF,28,34,33,"2,848",31.6,1,7,1,0,1,11,0,0.03,0.22,0.25,0.03,0.25,2.4,1.6,6.5,8.1,0.08,0.21,0.28,0.05,0.26,Álex Granell
329,co COL,DF,28,34,32,"2,868",31.9,0,3,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,2.7,2.7,1.1,3.7,0.08,0.03,0.12,0.08,0.12,Bernardo Espinosa
330,uy URU,FW,30,33,32,"2,710",30.1,21,0,16,5,5,8,0,0.70,0.00,0.70,0.53,0.53,17.6,13.6,1.3,14.9,0.58,0.04,0.63,0.45,0.50,Cristhian Stuani
331,es ESP,DF,20,33,32,"2,642",29.4,0,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,0.9,0.9,3.1,4.1,0.03,0.11,0.14,0.03,0.14,Pablo Maffeo
332,ma MAR,GK,26,30,30,"2,655",29.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Yassine Bounou
333,es ESP,MF,24,31,30,"2,559",28.4,0,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,1.2,1.2,1.1,2.3,0.04,0.04,0.08,0.04,0.08,Pere Pons
334,es ESP,DF,24,26,25,"2,298",25.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.8,2.3,0.06,0.03,0.09,0.06,0.09,Jonás Ramalho
335,co COL,DF,24,30,22,"2,135",23.7,0,4,0,0,0,6,0,0.00,0.17,0.17,0.00,0.17,0.9,0.9,2.8,3.6,0.04,0.12,0.15,0.04,0.15,Johan Mojica
336,es ESP,DF,29,31,20,"1,835",20.4,2,0,1,1,2,10,0,0.10,0.00,0.10,0.05,0.05,2.8,1.3,1.6,2.9,0.14,0.08,0.22,0.06,0.14,Aday
337,es ESP,DF,25,13,13,"1,127",12.5,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,Marc Muniesa
338,es ESP,"MF,DF",27,17,10,925,10.3,2,0,2,0,0,8,0,0.19,0.00,0.19,0.19,0.19,1.0,1.0,0.2,1.2,0.10,0.02,0.12,0.10,0.12,David Timor
339,es ESP,GK,36,9,8,765,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Gorka Iraizoz
340,es ESP,DF,28,8,8,689,7.7,1,0,1,0,0,4,0,0.13,0.00,0.13,0.13,0.13,1.0,1.0,0.2,1.2,0.13,0.03,0.16,0.13,0.16,Pedro Alcalá
341,es ESP,MF,20,20,7,852,9.5,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.3,0.3,1.3,1.6,0.03,0.14,0.17,0.03,0.17,Aleix García
342,hn HON,"FW,MF",24,14,4,471,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.4,1.4,0.3,1.6,0.26,0.05,0.32,0.26,0.32,Anthony Lozano
343,ke KEN,"FW,MF",23,14,4,433,4.8,3,1,3,0,0,0,0,0.62,0.21,0.83,0.62,0.83,2.5,2.5,0.5,3.1,0.53,0.11,0.64,0.53,0.64,Michael Olunga
344,ng NGA,"FW,MF",24,12,2,383,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.0,2.0,0.24,0.24,0.48,0.24,0.48,Olarenwaju Kayode
345,es ESP,DF,26,5,2,192,2.1,0,1,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,0.1,0.1,1.2,1.3,0.04,0.58,0.62,0.04,0.62,Carles Planas
346,br BRA,"MF,FW",19,15,1,309,3.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.3,0.19,0.20,0.39,0.19,0.39,Douglas Luiz
347,co COL,"MF,DF",20,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.11,0.11,0.00,0.11,Marlos Moreno
348,cm CMR,MF,19,2,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Kévin Soni
349,es ESP,MF,32,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,1.20,0.00,1.20,1.20,1.20,Eloi Amagat
350,pl POL,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Marcel Lizak
351,es ESP,DF,20,33,33,"2,941",32.7,1,0,1,0,0,11,0,0.03,0.00,0.03,0.03,0.03,3.2,3.2,0.5,3.7,0.10,0.02,0.11,0.10,0.11,Unai Núñez
352,gh GHA,"FW,MF",23,38,31,"2,851",31.7,7,6,7,0,0,3,0,0.22,0.19,0.41,0.22,0.41,9.2,9.2,5.0,14.2,0.29,0.16,0.45,0.29,0.45,Iñaki Williams
353,es ESP,GK,22,30,30,"2,700",30.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Kepa Arrizabalaga
354,es ESP,"MF,FW",31,34,30,"2,627",29.2,10,1,7,3,3,10,0,0.34,0.03,0.38,0.24,0.27,9.9,7.5,3.5,11.0,0.34,0.12,0.46,0.26,0.38,Raúl García
355,es ESP,"FW,MF",29,34,26,"2,264",25.2,3,2,3,0,0,2,0,0.12,0.08,0.20,0.12,0.20,2.0,2.0,5.3,7.3,0.08,0.21,0.29,0.08,0.29,Markel Susaeta
356,es ESP,MF,28,26,24,"2,155",23.9,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,1.2,2.8,0.07,0.05,0.12,0.07,0.12,Mikel San José
357,es ESP,"DF,FW",24,32,22,"2,111",23.5,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,1.4,1.9,0.02,0.06,0.08,0.02,0.08,Iñigo Lekue
358,es ESP,FW,36,33,21,"2,152",23.9,9,1,6,3,5,5,0,0.38,0.04,0.42,0.25,0.29,11.1,7.6,1.5,9.0,0.47,0.06,0.53,0.32,0.38,Aritz Aduriz
359,es ESP,MF,28,30,20,"1,904",21.2,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,2.0,2.2,0.01,0.09,0.10,0.01,0.10,Ander Iturraspe
360,es ESP,"DF,FW",28,21,20,"1,658",18.4,1,2,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,2.2,2.2,2.4,4.6,0.12,0.13,0.25,0.12,0.25,Óscar de Marcos
361,es ESP,DF,23,19,19,"1,710",19.0,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.9,1.6,0.04,0.05,0.09,0.04,0.09,Aymeric Laporte
362,es ESP,DF,29,18,18,"1,549",17.2,0,2,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,1.0,1.1,0.01,0.06,0.07,0.01,0.07,Mikel Balenziaga
363,es ESP,FW,20,30,18,"1,459",16.2,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,1.5,1.5,1.9,3.4,0.09,0.12,0.21,0.09,0.21,Iñigo Córdoba
364,es ESP,DF,26,16,16,"1,440",16.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,1.0,0.04,0.02,0.06,0.04,0.06,Iñigo Martínez
365,es ESP,DF,25,19,16,"1,428",15.9,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.5,0.7,0.01,0.03,0.04,0.01,0.04,Enric Saborit
366,es ESP,MF,32,17,13,"1,171",13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.05,0.09,0.14,0.05,0.14,Mikel Rico
367,es ESP,MF,30,24,12,"1,120",12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,2.4,2.9,0.04,0.19,0.23,0.04,0.23,Beñat Etxebarria
368,es ESP,MF,24,12,11,806,9.0,1,1,1,0,0,6,0,0.11,0.11,0.22,0.11,0.22,1.1,1.1,0.5,1.6,0.12,0.06,0.18,0.12,0.18,Mikel Vesga
369,es ESP,GK,29,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Iago Herrerín
370,es ESP,"MF,FW",24,14,7,780,8.7,4,2,4,0,0,1,0,0.46,0.23,0.69,0.46,0.69,2.7,2.7,1.7,4.4,0.32,0.19,0.51,0.32,0.51,Iker Muniain
371,es ESP,DF,22,8,7,675,7.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Yeray Álvarez
372,es ESP,DF,28,6,6,522,5.8,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Eneko Bóveda
373,es ESP,DF,29,5,5,376,4.2,1,0,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,0.4,0.4,0.0,0.4,0.09,0.00,0.09,0.09,0.09,Xabier Etxeita
374,es ESP,"FW,MF",25,13,4,374,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.1,1.9,0.41,0.04,0.45,0.41,0.45,Sabin Merino
375,es ESP,DF,21,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Andoni López
376,es ESP,MF,23,3,0,37,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.00,0.15,0.15,0.15,Ager Aketxe
377,es ESP,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Víctor San Bartolomé
378,es ESP,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Unai Simón
379,es ESP,FW,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Enrique Sola
380,es ESP,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Daniel Vivian
381,es ESP,FW,25,38,38,"3,412",37.9,16,1,15,1,2,4,0,0.42,0.03,0.45,0.40,0.42,15.5,13.8,4.2,18.1,0.41,0.11,0.52,0.36,0.48,Gerard Moreno
382,es ESP,"DF,MF",27,37,37,"3,330",37.0,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,1.7,1.7,0.5,2.2,0.04,0.01,0.06,0.04,0.06,David López
383,es ESP,MF,23,35,32,"2,782",30.9,1,2,1,0,0,7,0,0.03,0.06,0.10,0.03,0.10,1.1,1.1,2.4,3.5,0.04,0.08,0.11,0.04,0.11,Sergi Darder
384,es ESP,DF,20,32,31,"2,815",31.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,2.8,2.9,0.00,0.09,0.09,0.00,0.09,Aarón Martín
385,br BRA,"FW,MF",24,36,31,"2,677",29.7,8,3,8,0,0,4,0,0.27,0.10,0.37,0.27,0.37,10.2,10.2,2.5,12.7,0.34,0.08,0.43,0.34,0.43,Léo Baptistão
386,es ESP,"MF,DF",29,30,29,"2,457",27.3,0,2,0,0,0,13,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,0.5,1.0,0.02,0.02,0.04,0.02,0.04,Víctor Sánchez
387,es ESP,GK,22,29,28,"2,567",28.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Pau López
388,es ESP,DF,22,22,22,"1,928",21.4,1,0,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.2,1.2,0.05,0.01,0.06,0.05,0.06,Mario Hermoso
389,ar ARG,"MF,FW",28,30,22,"1,738",19.3,2,3,1,1,1,0,0,0.10,0.16,0.26,0.05,0.21,3.1,2.3,4.1,6.5,0.16,0.21,0.38,0.12,0.34,Pablo Piatti
390,es ESP,"MF,FW",31,29,20,"1,501",16.7,0,3,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,1.1,1.1,1.5,2.6,0.07,0.09,0.16,0.07,0.16,José Manuel Jurado
391,es ESP,MF,33,17,17,"1,341",14.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Javi Fuego
