,firstName,middleName,lastName,currentTeamId,weight,height,foot,country,cou_code,role,city,name,officialName,wyId
225,Sergio ,,Asenjo Andrés,682,87,189,right,Spain,ES,Goalkeeper,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
226,Clément,,Lenglet,680,81,186,left,France,FR,Defender,Sevilla,Sevilla,Sevilla FC,680.0
227,Diego Roberto,,Godín Leal,679,79,187,right,Uruguay,UY,Defender,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
228,Filipe Luis,,Kasmirski,679,73,182,left,Brazil,BR,Defender,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
229,Seko,,Fofana,3163,77,183,right,France,FR,Midfielder,Udine,Udinese,Udinese Calcio,3163.0
230,Cristian Daniel,,Ansaldi,3185,76,181,left,Argentina,AR,Defender,Torino,Torino,Torino FC,3185.0
231,Jorge,,Resurrección Merodio,679,73,177,right,Spain,ES,Midfielder,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
232,Eduardo Antonio,,Salvio,9607,77,173,right,Argentina,AR,Midfielder,,,,
233,Juan Francisco,,Torres Belén,679,71,180,right,Spain,ES,Defender,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
234,Arda,,Turan,4535,76,175,right,Turkey,TR,Midfielder,,,,
235,Radamel Falcao,,García Zárate,19830,72,177,right,Colombia,CO,Forward,Monaco,Monaco,AS Monaco FC,19830.0
236,Adrián,,López Álvarez,677,73,183,right,Spain,ES,Forward,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
237,Sergio,,Rico González,680,88,194,right,Spain,ES,Goalkeeper,Sevilla,Sevilla,Sevilla FC,680.0
238,Jorge,,Andújar Moreno,695,74,177,right,Spain,ES,Defender,Valencia,Levante,Levante UD,695.0
239,Federico Julián,,Fazio,3158,85,195,right,Argentina,AR,Defender,Roma,Roma,AS Roma,3158.0
240,Antonio Manuel,,Luna Rodríguez,695,68,178,left,Spain,ES,Defender,Valencia,Levante,Levante UD,695.0
241,Fernando,,Navarro i Corbacho,,68,177,left,Spain,ES,Defender,,,,
242,Alexis,,Ruano Delgado,696,75,183,right,Spain,ES,Defender,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
243,Layvin,,Kurzawa,3767,74,182,left,France,FR,Defender,Paris,PSG,Paris Saint-Germain FC,3767.0
244,José Ángel,,Gómez Campaña,695,70,179,right,Spain,ES,Midfielder,Valencia,Levante,Levante UD,695.0
245,Jesús,,Navas González,680,60,172,right,Spain,ES,Midfielder,Sevilla,Sevilla,Sevilla FC,680.0
246,Diego,,Perotti,3158,70,179,right,Argentina,AR,Forward,Roma,Roma,AS Roma,3158.0
247,Ivan,,Rakitić,676,78,184,right,Switzerland,CH,Midfielder,Barcelona,Barcelona,FC Barcelona,676.0
248,Luis Alberto,,Romero Alconchel,3162,72,182,right,Spain,ES,Midfielder,Formello,Lazio,SS Lazio,3162.0
249,Ahmet Yilmaz,,Çalık,4492,77,184,right,Turkey,TR,Defender,,,,
250,Andrés Eduardo,,Fernández Moreno,682,82,185,right,Spain,ES,Goalkeeper,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
251,Asier,,Riesgo Unamuno,701,76,185,right,Spain,ES,Goalkeeper,Eibar,Eibar,SD Eibar,701.0
252,Lacina,,Traoré,,87,203,right,C\u00f4te d'Ivoire,CI,Forward,,,,
253,Marcos Danilo,,Ureña Porras,62148,70,179,right,Costa Rica,CR,Forward,,,,
254,Sergio,,Postigo Redondo,695,78,185,right,Spain,ES,Defender,Valencia,Levante,Levante UD,695.0
255,Raúl,,García Escudero,678,83,184,right,Spain,ES,Midfielder,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
256,Masoud,,Shojaei Soleimani,10788,73,184,right,Iran,IR,Midfielder,,,,
257,David,,Timor Copoví,756,80,186,left,Spain,ES,Midfielder,Girona,Girona,Girona FC,756.0
258,Enrique,,Sola Clemente,,78,184,right,Spain,ES,Forward,,,,
259,Diego,,López Rodríguez,691,89,196,right,Spain,ES,Goalkeeper,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
260,Igor,,Smolnikov,13885,70,178,right,Russia,RU,Defender,,,,
261,Mateo Pablo,,Musacchio,3157,75,182,right,Argentina,AR,Defender,Milano,Milan,AC Milan,3157.0
262,Bernardo,,Mota Veiga de Carvalho e Silva,1625,64,173,left,Portugal,PT,Midfielder,Manchester,Manchester City,Manchester City FC,1625.0
263,Cristian Eduardo,,Zapata Valencia,3157,82,187,right,Colombia,CO,Defender,Milano,Milan,AC Milan,3157.0
264,Jaume Vicent,,Costa Jordá,682,62,171,left,Spain,ES,Defender,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
265,Jonathan ,,de Guzmán,2462,75,173,right,Canada,CA,Midfielder,Frankfurt am Main,Eintracht Frankfurt,Eintracht Frankfurt,2462.0
266,Mubarak,,Wakaso,696,72,171,left,Ghana,GH,Midfielder,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
267,Hernán Arsenio,,Pérez González,696,71,180,right,Paraguay,PY,Midfielder,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
268,Bruno ,,Soriano Llido,682,73,184,left,Spain,ES,Midfielder,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
269,Manuel,,Trigueros Muñoz,682,71,178,right,Spain,ES,Midfielder,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
270,Mehdi,,Carcela-González,5083,67,176,left,Belgium,BE,Midfielder,,,,
271,Giuseppe,,Rossi,,72,173,left,United States,US,Forward,,,,
272,Wilfredo Daniel,,Caballero,1610,80,186,right,Argentina,AR,Goalkeeper,London,Chelsea,Chelsea FC,1610.0
273,Rubén Iván,,Martínez Andrade,677,79,188,right,Spain,ES,Goalkeeper,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
274,Federico Santiago,,Valverde Dipetta,677,76,181,right,Uruguay,UY,Midfielder,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
275,Ían,,Pino Soler,683,0,0,right,Spain,ES,Defender,Malaga,Málaga,Málaga Club de Fútbol,683.0
276,Sergio,,Sánchez Ortega,691,78,185,right,Spain,ES,Defender,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
277,Francisco Román,,Alarcón Suárez,675,79,176,right,Spain,ES,Midfielder,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
278,Ignacio,,Camacho Barnola,2451,77,183,right,Spain,ES,Midfielder,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
279,José Luis,,García del Pozo,683,79,182,right,Spain,ES,Midfielder,Malaga,Málaga,Málaga Club de Fútbol,683.0
280,Eliseu,,Pereira dos Santos,,82,176,left,Portugal,PT,Defender,,,,
281,Joaquín,,Sánchez Rodríguez,684,75,179,right,Spain,ES,Midfielder,Sevilla,Real Betis,Real Betis Balompié,684.0
282,Francisco,,Portillo Soler,698,60,169,right,Spain,ES,Midfielder,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
283,Jérémy,,Toulalan,,86,183,right,France,FR,Midfielder,,,,
284,Juan Miguel,,Jiménez López,687,69,172,right,Spain,ES,Forward,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
285,Beñat,,Etxebarria Urkiaga,678,76,177,right,Spain,ES,Midfielder,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
286,Rubén,,Castro Martín,684,72,174,right,Spain,ES,Forward,Sevilla,Real Betis,Real Betis Balompié,684.0
287,Jorge,,Molina Vidal,698,72,188,right,Spain,ES,Forward,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
288,Divock,,Okoth Origi,2451,75,185,right,Belgium,BE,Forward,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
289,Iván,,Ramis Barrios,701,82,188,right,Spain,ES,Defender,Eibar,Eibar,SD Eibar,701.0
290,Pedro,,Bigas Rigo,714,82,181,left,Spain,ES,Defender,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
291,Gonzalo,,Castro Irizábal,683,77,178,left,Uruguay,UY,Midfielder,Malaga,Málaga,Málaga Club de Fútbol,683.0
292,Tomás,,Pina Isla,696,75,185,right,Spain,ES,Midfielder,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
293,Antonio Miguel,,Ramírez Martínez,687,86,191,right,Spain,ES,Goalkeeper,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
294,Alberto,,De La Bella Madureño,687,72,179,left,Spain,ES,Defender,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
295,Íñigo,,Martínez Berridi,678,79,182,left,Spain,ES,Defender,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
296,Carlos,,Martínez Díez,687,79,189,right,Spain,ES,Defender,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
297,Asier,,Illarramendi Andonegi,687,75,179,right,Spain,ES,Midfielder,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
298,Rubén,,Pardo Gutiérrez,687,69,181,right,Spain,ES,Midfielder,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
299,Xabier,,Prieto Argarate,,76,187,right,Spain,ES,Midfielder,,,,
300,David,,Zurutuza Veillet,687,79,186,right,France,FR,Midfielder,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
301,Imanol,,Agirretxe Arruti,687,78,187,right,Spain,ES,Forward,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
302,Antoine,,Griezmann,679,71,175,left,France,FR,Forward,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
303,Carlos Alberto,,Vela Garrido,62148,77,177,left,Mexico,MX,Forward,,,,
304,Bernardo José,,Espinosa Zúñiga,756,84,192,right,Colombia,CO,Defender,Girona,Girona,Girona FC,756.0
305,Álvaro,,González Soberón,682,75,183,right,Spain,ES,Defender,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
306,Yannick,,Ferreira Carrasco,9192,71,180,right,Belgium,BE,Forward,,,,
307,Papakouli,,Diop,701,77,179,right,Senegal,SN,Midfielder,Eibar,Eibar,SD Eibar,701.0
308,Adrián ,,González Morales,683,77,183,left,Spain,ES,Midfielder,Malaga,Málaga,Málaga Club de Fútbol,683.0
309,Jairo,,Samperio Bustara,714,66,173,right,Spain,ES,Midfielder,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
310,Khouma,,El Hadji Babacar,3315,76,185,right,Senegal,SN,Forward,Sassuolo,Sassuolo,US Sassuolo Calcio,3315.0
311,Cristhian Ricardo,,Stuani Curbelo,756,72,184,right,Uruguay,UY,Forward,Girona,Girona,Girona FC,756.0
312,Roberto,,Jiménez Gago,683,93,192,right,Spain,ES,Goalkeeper,Malaga,Málaga,Málaga Club de Fútbol,683.0
313,Nemanja,,Maksimović,674,75,184,right,Serbia,RS,Midfielder,Valencia,Valencia,Valencia Club de Fútbol,674.0
314,Sergej,,Milinković-Savić,3162,80,192,right,Spain,ES,Midfielder,Formello,Lazio,SS Lazio,3162.0
315,Hernani,,Azevedo Júnior,3782,77,188,right,Brazil,BR,Midfielder,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
316,Juan Carlos,,Pérez López,683,70,179,left,Spain,ES,Defender,Malaga,Málaga,Málaga Club de Fútbol,683.0
317,Franco,,Zuculini,3194,68,176,right,Argentina,AR,Midfielder,Verona,Hellas Verona,Hellas Verona FC,3194.0
318,Mikel,,Balenziaga Oruesagasti,678,75,177,left,Spain,ES,Defender,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
319,Alberto ,,Bueno Calvo,683,67,179,right,Spain,ES,Forward,Malaga,Málaga,Málaga Club de Fútbol,683.0
320,Francisco,,Casilla Cortés,675,84,191,right,Spain,ES,Goalkeeper,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
321,Jordi,,Amat Maas,684,83,185,right,Spain,ES,Defender,Sevilla,Real Betis,Real Betis Balompié,684.0
322,Zouhair,,Feddal,684,78,190,left,Morocco,MA,Defender,Sevilla,Real Betis,Real Betis Balompié,684.0
323,Héctor Alfredo,,Moreno Herrera,687,80,183,left,Mexico,MX,Defender,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
324,Dídac,,Vilá Rosselló,691,75,185,left,Spain,ES,Defender,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
325,Stanislav,,Lobotka,692,64,170,right,Slovakia,SK,Midfielder,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
326,Philippe,,Coutinho Correia,676,68,171,right,Brazil,BR,Forward,Barcelona,Barcelona,FC Barcelona,676.0
327,Sergi,,Darder Moll,691,71,180,right,Spain,ES,Midfielder,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
328,Javier ,,López Rodríguez,691,76,180,right,Spain,ES,Defender,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
329,Sergio,,García De La Fuente,691,72,174,right,Spain,ES,Forward,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
330,Boubakary,,Soumaré,3776,82,188,right,France,FR,Midfielder,Villeneuve-d'Ascq,Lille,Lille OSC Métropole,3776.0
331,Sergio,,Álvarez Conde,692,75,179,right,Spain,ES,Goalkeeper,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
332,Rubén,,Blanco Veiga,692,70,188,right,Spain,ES,Goalkeeper,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
333,Yoel,,Rodríguez Oterino,701,78,186,right,Spain,ES,Goalkeeper,Eibar,Eibar,SD Eibar,701.0
334,Hugo,,Mallo Novegil,692,69,173,right,Spain,ES,Defender,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
335,Houssem,,Aouar,3766,70,175,right,France,FR,Midfielder,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
336,Iago,,Aspas Juncal,692,67,176,left,Spain,ES,Forward,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
337,Fabián Ariel,,Orellana Valenzuela,701,64,168,right,Chile,CL,Midfielder,Eibar,Eibar,SD Eibar,701.0
338,Yury,,Gazinskiy,14072,75,184,right,Russia,RU,Midfielder,,,,
339,Francisco José,,Molinero Calderón,698,64,175,right,Spain,ES,Defender,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
340,Domagoj,,Vida,4489,73,184,right,Croatia,HR,Defender,,,,
341,Milan,,Badelj,3162,76,186,right,Croatia,HR,Midfielder,Formello,Lazio,SS Lazio,3162.0
342,Manuel Rolando,,Iturra Urrutia,683,73,174,right,Chile,CL,Midfielder,Malaga,Málaga,Málaga Club de Fútbol,683.0
343,Mateo,,Kovačić,1610,77,178,right,Austria,AT,Midfielder,London,Chelsea,Chelsea FC,1610.0
344,Šime,,Vrsaljko,3161,76,181,right,Croatia,HR,Defender,Milano,Internazionale,FC Internazionale Milano,3161.0
345,Enrique,,García Martínez,701,79,186,right,Spain,ES,Forward,Eibar,Eibar,SD Eibar,701.0
346,Andrej,,Kramarić,2482,73,177,right,Croatia,HR,Forward,Sinsheim,Hoffenheim,TSG 1899 Hoffenheim,2482.0
347,Pontus,,Wernbloom,,85,187,right,Sweden,SE,Midfielder,,,,
348,Léo,,Lacroix,6407,92,197,right,Switzerland,CH,Defender,,,,
349,Leandro Daniel,,Cabrera Sasía,698,80,187,left,Uruguay,UY,Defender,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
350,Keylor,,Navas Gamboa,675,78,185,right,Costa Rica,CR,Goalkeeper,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
351,Gustavo Daniel,,Cabral Cáceres,692,81,182,right,Argentina,AR,Defender,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
352,Iván,,López Mendoza,695,69,175,right,Spain,ES,Defender,Valencia,Levante,Levante UD,695.0
353,Pedro,,López Muñoz,695,72,174,right,Spain,ES,Defender,Valencia,Levante,Levante UD,695.0
354,Nabil,,El Zhar,712,66,171,right,France,FR,Midfielder,Legan\u00e9s,Leganés,CD Leganés,712.0
355,Roger,,Martí Salvador,695,74,179,right,Spain,ES,Forward,Valencia,Levante,Levante UD,695.0
356,Marcus,,Rashford,1611,72,187,right,England,,Forward,Manchester,Manchester United,Manchester United FC,1611.0
357,Iván,,Cuéllar Sacristán,712,76,187,left,Spain,ES,Goalkeeper,Legan\u00e9s,Leganés,CD Leganés,712.0
358,Alejandro,,Gálvez Jimena,714,79,188,right,Spain,ES,Defender,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
359,Damián Nicolás,,Suárez Suárez,698,61,172,right,Uruguay,UY,Defender,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
360,Ante,,Budimir,3197,75,190,left,Bosnia-Herzegovina,BA,Forward,Crotone,Crotone,FC Crotone,3197.0
361,Mateo,,Pavlović,3799,81,194,right,Bosnia-Herzegovina,BA,Defender,Angers,Angers,Angers SCO,3799.0
362,Miguel Ángel,,Moyà Rumbo,687,83,188,right,Spain,ES,Goalkeeper,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
363,Miguel,,Torres Gómez,683,81,185,right,Spain,ES,Defender,Malaga,Málaga,Málaga Club de Fútbol,683.0
364,Mehdi,,Lacen,683,70,176,left,France,FR,Midfielder,Malaga,Málaga,Málaga Club de Fútbol,683.0
365,Rubén Salvador,,Pérez Del Mármol,712,73,178,right,Spain,ES,Midfielder,Legan\u00e9s,Leganés,CD Leganés,712.0
366,Pedro León,,Sánchez Gil,701,73,183,right,Spain,ES,Midfielder,Eibar,Eibar,SD Eibar,701.0
367,Pablo,,Sarabia García,680,70,178,left,Spain,ES,Midfielder,Sevilla,Sevilla,Sevilla FC,680.0
368,Luca,,Pellegrini,3158,72,178,left,Italy,IT,Defender,Roma,Roma,AS Roma,3158.0
369,Andreas,,Christensen,1610,78,188,right,Denmark,DK,Defender,London,Chelsea,Chelsea FC,1610.0
370,Sergio,,Enrich Ametller,701,77,181,right,Spain,ES,Forward,Eibar,Eibar,SD Eibar,701.0
371,Jeison Fabián,,Murillo Cerón,674,78,182,right,Colombia,CO,Defender,Valencia,Valencia,Valencia Club de Fútbol,674.0
372,Andreas Evald,,Cornelius,3172,79,193,left,Denmark,DK,Forward,Ciserano,Atalanta,Atalanta Bergamasca Calcio,3172.0
373,Ante,,Rebić,2462,78,185,right,Croatia,HR,Forward,Frankfurt am Main,Eintracht Frankfurt,Eintracht Frankfurt,2462.0
374,Eneko,,Bóveda Altube,677,76,182,right,Spain,ES,Defender,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
375,Ferrán,,Torres García,674,77,183,right,Spain,ES,Midfielder,Valencia,Valencia,Valencia Club de Fútbol,674.0
376,Ander,,Capa Rodríguez,701,70,173,right,Spain,ES,Defender,Eibar,Eibar,SD Eibar,701.0
377,Xabier,,Etxeita Gorritxategi,678,78,186,right,Spain,ES,Defender,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
378,Ángel Luis,,Rodríguez Díaz,698,68,172,right,Spain,ES,Forward,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
379,Hörður,,Björgvin Magnússon,13886,77,190,left,Iceland,IS,Defender,,,,
380,Marlon,,Santos da Silva Barbosa,3775,80,182,right,Brazil,BR,Defender,Nice,Nice,O.G.C. Nice Côte d'Azur,3775.0
381,David,,Rodríguez Lombán,,78,186,right,Spain,ES,Defender,,,,
382,Simone,,Pontisso,3163,75,186,right,Italy,IT,Midfielder,Udine,Udinese,Udinese Calcio,3163.0
383,Assane,,Dioussé El Hadji,3782,68,175,left,Senegal,SN,Midfielder,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
384,Pedro,,Alcalá Guirado,756,93,196,right,Spain,ES,Defender,Girona,Girona,Girona FC,756.0
385,Samuel,,Moutoussamy,3770,71,176,left,France,FR,Midfielder,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
386,Kevin,,N'Doram,19830,77,185,right,France,FR,Midfielder,Monaco,Monaco,AS Monaco FC,19830.0
387,Aleix,,Vidal Parreu,676,70,177,right,Spain,ES,Midfielder,Barcelona,Barcelona,FC Barcelona,676.0
388,Joaquín,,Navarro Jiménez,714,75,177,right,Spain,ES,Defender,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
389,Borja,,García Freire,756,72,175,right,Spain,ES,Midfielder,Girona,Girona,Girona FC,756.0
390,David,,López Silva,691,81,183,right,Spain,ES,Defender,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
391,Daniel,,Giménez Hernández,684,77,182,right,Spain,ES,Goalkeeper,Sevilla,Real Betis,Real Betis Balompié,684.0
392,Chidozie,,Collins Awaziem,9606,78,189,right,Nigeria,NG,Defender,,,,
393,Alessandro ,,Florenzi,3158,67,173,right,Italy,IT,Midfielder,Roma,Roma,AS Roma,3158.0
394,Roberto,,Román Triguero,712,64,175,right,Spain,ES,Defender,Legan\u00e9s,Leganés,CD Leganés,712.0
395,Javier,,Fuego Martínez,682,75,182,right,Spain,ES,Midfielder,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
396,Diego,,da Silva Costa,679,85,188,right,Brazil,BR,Forward,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
397,Daniel,,Pacheco Lobato,698,65,168,right,Spain,ES,Midfielder,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
398,David,,Pavelka,4551,75,185,right,Czech Republic,CZ,Midfielder,,,,
399,Mariano Damián,,Barbosa,682,79,188,right,Argentina,AR,Goalkeeper,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
400,Raúl,,Lizoáin Cruz,714,81,187,left,Spain,ES,Goalkeeper,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
401,David,,García Santana,714,80,183,right,Spain,ES,Defender,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
402,Víctor,,Laguardia Cisneros,696,75,185,right,Spain,ES,Defender,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
403,Juan Pedro,,Ramírez López,756,80,190,right,Spain,ES,Defender,Girona,Girona,Girona FC,756.0
404,Javi,,Castellano Betancor,714,70,181,right,Spain,ES,Midfielder,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
405,Jerónimo,,Figueroa Cabrera,714,70,179,left,Spain,ES,Midfielder,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
406,José Vicente,,Gómez Umpiérrez,714,78,186,left,Spain,ES,Midfielder,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
407,Roque,,Mesa Quevedo,680,73,171,right,Spain,ES,Midfielder,Sevilla,Sevilla,Sevilla FC,680.0
408,Dani,,Castellano Betancor,714,71,178,left,Spain,ES,Defender,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
409,Lorenzo Jesús,,Morón García,684,66,180,right,Spain,ES,Forward,Sevilla,Real Betis,Real Betis Balompié,684.0
410,Víctor,,Machín Pérez,679,79,184,right,Spain,ES,Midfielder,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
411,Héctor Junior,,Firpo Adames,684,78,184,left,Dominican Republic,DO,Defender,Sevilla,Real Betis,Real Betis Balompié,684.0
412,Rodrigo,,Hernández Cascante,682,78,190,right,Spain,ES,Midfielder,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
413,Adrián,,Diéguez Grande,696,69,187,left,Spain,ES,Defender,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
414,Jonathan,,Castro Otto,692,70,175,right,Spain,ES,Defender,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
415,Borja,,Valle Balonga,677,73,177,right,Spain,ES,Forward,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
416,Tomi,,Jurić,6425,85,191,right,Australia,AU,Forward,,,,
417,Denis,,Glushakov,13888,82,182,right,Russia,RU,Midfielder,,,,
418,Yuri,,Berchiche Izeta,3767,80,181,left,Spain,ES,Defender,Paris,PSG,Paris Saint-Germain FC,3767.0
419,Iago,,Herrerín Buisán,678,91,187,right,Spain,ES,Goalkeeper,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
420,Saúl,,Ñíguez Esclapez,679,76,184,left,Spain,ES,Midfielder,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
421,Yuning,,Zhang,2443,69,185,right,China PR,CN,Forward,Bremen,Werder Bremen,SV Werder Bremen,2443.0
422,Lucas,,Vázquez Iglesias,675,70,173,right,Spain,ES,Forward,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
423,Daniel,,Carvajal Ramos,675,73,173,right,Spain,ES,Defender,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
424,Omar,,Mascarell González,2462,74,181,right,Spain,ES,Midfielder,Frankfurt am Main,Eintracht Frankfurt,Eintracht Frankfurt,2462.0
425,Pedro,,Mosquera Parada,677,76,184,left,Spain,ES,Midfielder,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
426,Denis,,Cheryshev,674,74,179,left,Russia,RU,Midfielder,Valencia,Valencia,Valencia Club de Fútbol,674.0
427,Anastasios,,Donis,2445,77,178,right,England,,Forward,Stuttgart,Stuttgart,VfB Stuttgart 1893,2445.0
428,Danilo Luiz,,da Silva,1625,78,184,right,Brazil,BR,Defender,Manchester,Manchester City,Manchester City FC,1625.0
429,Alex Sandro,,Lobo Silva,3159,75,180,left,Brazil,BR,Defender,Torino,Juventus,Juventus FC,3159.0
430,Nicolás Hernán,,Otamendi,1625,81,183,right,Argentina,AR,Defender,Manchester,Manchester City,Manchester City FC,1625.0
